Closing_Period,Chart_of_Accounts,Actual,Budget
20240831,120-50040,227543.73,217708.33
20240831,120-50050,200687.95,174166.67
20240831,120-50060,112225.78,130625
20240831,120-50070,171048.2,156750
20240831,120-50080,115532.27,104500
20240831,120-60010,-68122.63,-66000
20240831,120-60020,-51580.1,-49500
20240831,120-60030,-37185.91,-33000
20240831,120-60040,-26925.82,-24750
20240831,120-60050,-24433.35,-20625
20240831,120-70010,-17943.24,-17416.67
20240831,120-70020,-13428.48,-13062.5
20240831,120-70030,-16567.03,-15675
20240831,120-70040,-20195.49,-19158.33
20240831,120-70050,-29985.1,-26125
20240831,120-70060,-44752.69,-43541.67
20240831,120-70070,-7394.03,-6966.67
20240831,120-70080,-12009.46,-10450
20240831,120-70090,-7926.08,-7837.5
20240831,120-70100,-6464.93,-6531.25
20240831,120-80010,-13969.33,-13750
20240831,120-80020,-19416.33,-18333.33
20240831,120-80030,-9516.45,-9166.67
20240831,120-80040,6908.71,6875
20240831,120-80050,4695.59,4583.33
20240831,120-90010,-38111.01,-36666.67
20240831,120-90020,-8936.91,-9166.67
20240831,120-90030,-4441.69,-4583.33
20240831,121-50010,596029.68,435416.67
20240831,121-50020,414756.16,348333.33
20240831,121-50030,245740.18,261250
20240831,121-50040,221527.41,217708.33
20240831,121-50050,182413.8,174166.67
20240831,121-50060,131441.17,130625
20240831,121-50070,135091.96,156750
20240831,121-50080,77793.41,104500
20240831,121-60010,-69072.79,-66000
20240831,121-60020,-52625.13,-49500
20240831,121-60030,-35170.8,-33000
20240831,121-60040,-24286.02,-24750
20240831,121-60050,-23158.25,-20625
20240831,121-70010,-17753.4,-17416.67
20240831,121-70020,-12015.52,-13062.5
20240831,121-70030,-16386.63,-15675
20240831,121-70040,-19659.41,-19158.33
20240831,121-70050,-28112.61,-26125
20240831,121-70060,-51548.06,-43541.67
20240831,121-70070,-7148.76,-6966.67
20240831,121-70080,-12897.32,-10450
20240831,121-70090,-8000.43,-7837.5
20240831,121-70100,-6368.92,-6531.25
20240831,121-80010,-12925.81,-13750
20240831,121-80020,-18832.75,-18333.33
20240831,121-80030,-7559.29,-9166.67
20240831,121-80040,6983.18,6875
20240831,121-80050,4459.22,4583.33
20240831,121-90010,-37573.73,-36666.67
20240831,121-90020,-9886.63,-9166.67
20240831,121-90030,-4741.97,-4583.33
20240831,122-50010,453547.73,435416.67
20240831,122-50020,291141.75,348333.33
20240831,122-50030,280332.51,261250
20240831,122-50040,278450.66,217708.33
20240831,122-50050,232629.37,174166.67
20240831,122-50060,104935.31,130625
20240831,122-50070,159184.47,156750
20240831,122-50080,119048.95,104500
20240831,122-60010,-71361.72,-66000
20240831,122-60020,-42282.71,-49500
20240831,122-60030,-29560.22,-33000
20240831,122-60040,-25519.18,-24750
20240831,122-60050,-18479.82,-20625
20240831,122-70010,-19034.12,-17416.67
20240831,122-70020,-14177.49,-13062.5
20240831,122-70030,-17789.35,-15675
20240831,122-70040,-23369.83,-19158.33
20240831,122-70050,-24335.67,-26125
20240831,122-70060,-41894.55,-43541.67
20240831,122-70070,-7548.26,-6966.67
20240831,122-70080,-12173.48,-10450
20240831,122-70090,-8923.04,-7837.5
20240831,122-70100,-7095.85,-6531.25
20240831,122-80010,-14739.96,-13750
20240831,122-80020,-18435.86,-18333.33
20240831,122-80030,-9618.58,-9166.67
20240831,122-80040,6863.22,6875
20240831,122-80050,4741.45,4583.33
20240831,122-90010,-35613.55,-36666.67
20240831,122-90020,-8225.66,-9166.67
20240831,122-90030,-3765.25,-4583.33
20240831,123-50010,505085.43,435416.67
20240831,123-50020,417269.44,348333.33
20240831,123-50030,202206.2,261250
20240831,123-50040,275062.31,217708.33
20240831,123-50050,154114.92,174166.67
20240831,123-50060,138421.99,130625
20240831,123-50070,163758.08,156750
20240831,123-50080,124909.68,104500
20240831,123-60010,-76855.8,-66000
20240831,123-60020,-52494.46,-49500
20240831,123-60030,-34583.74,-33000
20240831,123-60040,-28746.33,-24750
20240831,123-60050,-21537.26,-20625
20240831,123-70010,-17811.85,-17416.67
20240831,123-70020,-13716.55,-13062.5
20240831,123-70030,-15585.57,-15675
20240831,123-70040,-20608.14,-19158.33
20240831,123-70050,-27327.57,-26125
20240831,123-70060,-45037.62,-43541.67
20240831,123-70070,-7121.13,-6966.67
20240831,123-70080,-11084.91,-10450
20240831,123-70090,-9248.08,-7837.5
20240831,123-70100,-6215.96,-6531.25
20240831,123-80010,-13707.44,-13750
20240831,123-80020,-18781.2,-18333.33
20240831,123-80030,-9771.31,-9166.67
20240831,123-80040,6278.94,6875
20240831,123-80050,4690.49,4583.33
20240831,123-90010,-33097.91,-36666.67
20240831,123-90020,-7901.02,-9166.67
20240831,123-90030,-4277.24,-4583.33
20240831,124-50010,506206.9,435416.67
20240831,124-50020,301911.45,348333.33
20240831,124-50030,270584.1,261250
20240831,124-50040,233142.6,217708.33
20240831,124-50050,138959.73,174166.67
20240831,124-50060,143937.44,130625
20240831,124-50070,155215.64,156750
20240831,124-50080,133465.32,104500
20240831,124-60010,-74663.17,-66000
20240831,124-60020,-53919.78,-49500
20240831,124-60030,-40911.27,-33000
20240831,124-60040,-26646.24,-24750
20240831,124-60050,-23959.28,-20625
20240831,124-70010,-18433.22,-17416.67
20240831,124-70020,-14231.79,-13062.5
20240831,124-70030,-17620.09,-15675
20240831,124-70040,-20732.26,-19158.33
20240831,124-70050,-27793.63,-26125
20240831,124-70060,-43136.77,-43541.67
20240831,124-70070,-7220.8,-6966.67
20240831,124-70080,-10314.3,-10450
20240831,124-70090,-8604.45,-7837.5
20240831,124-70100,-6249.87,-6531.25
20240831,124-80010,-15313.85,-13750
20240831,124-80020,-17782.74,-18333.33
20240831,124-80030,-8955.97,-9166.67
20240831,124-80040,6883.28,6875
20240831,124-80050,4459.39,4583.33
20240831,124-90010,-34292.82,-36666.67
20240831,124-90020,-9324.93,-9166.67
20240831,124-90030,-4785.7,-4583.33
20240831,125-50010,291875.92,435416.67
20240831,125-50020,435514.19,348333.33
20240831,125-50030,308522.31,261250
20240831,125-50040,214267.26,217708.33
20240831,125-50050,186106.36,174166.67
20240831,125-50060,119081.47,130625
20240831,125-50070,167927.36,156750
20240831,125-50080,115070.32,104500
20240831,125-60010,-79972.74,-66000
20240831,125-60020,-39719.94,-49500
20240831,125-60030,-39813.05,-33000
20240831,125-60040,-26663,-24750
20240831,125-60050,-20963.58,-20625
20240831,125-70010,-17950.13,-17416.67
20240831,125-70020,-14473.79,-13062.5
20240831,125-70030,-16251.21,-15675
20240831,125-70040,-19111.35,-19158.33
20240831,125-70050,-29759.7,-26125
20240831,125-70060,-46720.78,-43541.67
20240831,125-70070,-7430.15,-6966.67
20240831,125-70080,-10597.41,-10450
20240831,125-70090,-8534.39,-7837.5
20240831,125-70100,-6579.68,-6531.25
20240831,125-80010,-13385.06,-13750
20240831,125-80020,-17178.62,-18333.33
20240831,125-80030,-9048.87,-9166.67
20240831,125-80040,6313.05,6875
20240831,125-80050,4483.15,4583.33
20240831,125-90010,-37215.99,-36666.67
20240831,125-90020,-9943.87,-9166.67
20240831,125-90030,-4827.87,-4583.33
20240831,126-50010,438694.47,435416.67
20240831,126-50020,379700.82,348333.33
20240831,126-50030,282958.26,261250
20240831,126-50040,274225.59,217708.33
20240831,126-50050,207664.87,174166.67
20240831,126-50060,139012.83,130625
20240831,126-50070,150792.3,156750
20240831,126-50080,133140,104500
20240831,126-60010,-77234.46,-66000
20240831,126-60020,-50228.18,-49500
20240831,126-60030,-36137.37,-33000
20240831,126-60040,-30189.74,-24750
20240831,126-60050,-20332.29,-20625
20240831,126-70010,-16583.21,-17416.67
20240831,126-70020,-14228.84,-13062.5
20240831,126-70030,-18323.04,-15675
20240831,126-70040,-21139.55,-19158.33
20240831,126-70050,-23734.84,-26125
20240831,126-70060,-46316.03,-43541.67
20240831,126-70070,-7481.42,-6966.67
20240831,126-70080,-10680.9,-10450
20240831,126-70090,-8079.38,-7837.5
20240831,126-70100,-6938.32,-6531.25
20240831,126-80010,-13803.82,-13750
20240831,126-80020,-19052.2,-18333.33
20240831,126-80030,-9207.92,-9166.67
20240831,126-80040,7414.03,6875
20240831,126-80050,4179.34,4583.33
20240831,126-90010,-33109.05,-36666.67
20240831,126-90020,-9757.89,-9166.67
20240831,126-90030,-5038.99,-4583.33
20240831,127-50010,436929.18,435416.67
20240831,127-50020,346055.29,348333.33
20240831,127-50030,282471.2,261250
20240831,127-50040,246750.58,217708.33
20240831,127-50050,196958.59,174166.67
20240831,127-50060,147522.48,130625
20240831,127-50070,152731.96,156750
20240831,127-50080,113313.31,104500
20240831,127-60010,-67278.27,-66000
20240831,127-60020,-61243.87,-49500
20240831,127-60030,-38541.24,-33000
20240831,127-60040,-30253.71,-24750
20240831,127-60050,-19241.06,-20625
20240831,127-70010,-17244.64,-17416.67
20240831,127-70020,-14046.42,-13062.5
20240831,127-70030,-18881.26,-15675
20240831,127-70040,-20733.07,-19158.33
20240831,127-70050,-28748.99,-26125
20240831,127-70060,-46974.05,-43541.67
20240831,127-70070,-7323.23,-6966.67
20240831,127-70080,-11360.87,-10450
20240831,127-70090,-7907.65,-7837.5
20240831,127-70100,-6899.77,-6531.25
20240831,127-80010,-14624.08,-13750
20240831,127-80020,-19019.47,-18333.33
20240831,127-80030,-10712.36,-9166.67
20240831,127-80040,7036.42,6875
20240831,127-80050,4623.58,4583.33
20240831,127-90010,-40069.53,-36666.67
20240831,127-90020,-9259.64,-9166.67
20240831,127-90030,-4708.29,-4583.33
20240831,128-50010,496301.85,435416.67
20240831,128-50020,346318.16,348333.33
20240831,128-50030,161342.35,261250
20240831,128-50040,217913.85,217708.33
20240831,128-50050,211623.5,174166.67
20240831,128-50060,143683,130625
20240831,128-50070,193877.9,156750
20240831,128-50080,104875.24,104500
20240831,128-60010,-72416.9,-66000
20240831,128-60020,-58533.58,-49500
20240831,128-60030,-33866.99,-33000
20240831,128-60040,-26624.34,-24750
20240831,128-60050,-21810.51,-20625
20240831,128-70010,-18109.43,-17416.67
20240831,128-70020,-13552.67,-13062.5
20240831,128-70030,-17268.74,-15675
20240831,128-70040,-20517.95,-19158.33
20240831,128-70050,-28734.6,-26125
20240831,128-70060,-47750.91,-43541.67
20240831,128-70070,-7715.72,-6966.67
20240831,128-70080,-11589.8,-10450
20240831,128-70090,-8458.02,-7837.5
20240831,128-70100,-7352.04,-6531.25
20240831,128-80010,-13607.06,-13750
20240831,128-80020,-16076.18,-18333.33
20240831,128-80030,-7781.71,-9166.67
20240831,128-80040,6347.07,6875
20240831,128-80050,3853.33,4583.33
20240831,128-90010,-40623.82,-36666.67
20240831,128-90020,-9691.8,-9166.67
20240831,128-90030,-4653.9,-4583.33
20240831,129-50010,560266.98,435416.67
20240831,129-50020,388968.97,348333.33
20240831,129-50030,343933.68,261250
20240831,129-50040,265804.31,217708.33
20240831,129-50050,186023.39,174166.67
20240831,129-50060,100092.55,130625
20240831,129-50070,141929.14,156750
20240831,129-50080,100071.64,104500
20240831,129-60010,-72015.72,-66000
20240831,129-60020,-50242.85,-49500
20240831,129-60030,-42569.97,-33000
20240831,129-60040,-27319.19,-24750
20240831,129-60050,-27018.04,-20625
20240831,129-70010,-18150.85,-17416.67
20240831,129-70020,-12295.46,-13062.5
20240831,129-70030,-16152.98,-15675
20240831,129-70040,-19510.15,-19158.33
20240831,129-70050,-29086.33,-26125
20240831,129-70060,-43239.88,-43541.67
20240831,129-70070,-7184.25,-6966.67
20240831,129-70080,-11245.56,-10450
20240831,129-70090,-8062.05,-7837.5
20240831,129-70100,-6643.03,-6531.25
20240831,129-80010,-15295.04,-13750
20240831,129-80020,-20452.16,-18333.33
20240831,129-80030,-8735.89,-9166.67
20240831,129-80040,6230.59,6875
20240831,129-80050,4031.03,4583.33
20240831,129-90010,-32297.25,-36666.67
20240831,129-90020,-9122.45,-9166.67
20240831,129-90030,-4456.49,-4583.33
20240831,130-50010,559903.64,435416.67
20240831,130-50020,410171.35,348333.33
20240831,130-50030,248705.29,261250
20240831,130-50040,187885.87,217708.33
20240831,130-50050,168512.1,174166.67
20240831,130-50060,145896.53,130625
20240831,130-50070,139995.19,156750
20240831,130-50080,141564.39,104500
20240831,130-60010,-62159.72,-66000
20240831,130-60020,-49609,-49500
20240831,130-60030,-41054.41,-33000
20240831,130-60040,-25352.78,-24750
20240831,130-60050,-22419.13,-20625
20240831,130-70010,-18705.97,-17416.67
20240831,130-70020,-12936.98,-13062.5
20240831,130-70030,-16736.12,-15675
20240831,130-70040,-21338.86,-19158.33
20240831,130-70050,-26577.05,-26125
20240831,130-70060,-48027.21,-43541.67
20240831,130-70070,-6939.32,-6966.67
20240831,130-70080,-11202.17,-10450
20240831,130-70090,-8610.59,-7837.5
20240831,130-70100,-7289.71,-6531.25
20240831,130-80010,-13714.56,-13750
20240831,130-80020,-17805.3,-18333.33
20240831,130-80030,-9368.96,-9166.67
20240831,130-80040,6904.8,6875
20240831,130-80050,4576.04,4583.33
20240831,130-90010,-34932.75,-36666.67
20240831,130-90020,-9079.75,-9166.67
20240831,130-90030,-4977.67,-4583.33
20240831,131-50010,403202.98,435416.67
20240831,131-50020,364257.54,348333.33
20240831,131-50030,265116.38,261250
20240831,131-50040,215737.2,217708.33
20240831,131-50050,166306.93,174166.67
20240831,131-50060,159302.64,130625
20240831,131-50070,167503.2,156750
20240831,131-50080,111840.08,104500
20240831,131-60010,-70213.94,-66000
20240831,131-60020,-47154.56,-49500
20240831,131-60030,-34144.43,-33000
20240831,131-60040,-23723.21,-24750
20240831,131-60050,-24559.44,-20625
20240831,131-70010,-19479.79,-17416.67
20240831,131-70020,-14053.66,-13062.5
20240831,131-70030,-17034.03,-15675
20240831,131-70040,-21819.53,-19158.33
20240831,131-70050,-30965.25,-26125
20240831,131-70060,-46288.37,-43541.67
20240831,131-70070,-7389.37,-6966.67
20240831,131-70080,-11125.15,-10450
20240831,131-70090,-7699.73,-7837.5
20240831,131-70100,-6943.52,-6531.25
20240831,131-80010,-13867.86,-13750
20240831,131-80020,-17037.94,-18333.33
20240831,131-80030,-9369.87,-9166.67
20240831,131-80040,6441.83,6875
20240831,131-80050,4723.61,4583.33
20240831,131-90010,-40448.95,-36666.67
20240831,131-90020,-9780.69,-9166.67
20240831,131-90030,-4807.6,-4583.33
20240831,132-50010,334967.76,435416.67
20240831,132-50020,382334.4,348333.33
20240831,132-50030,236954.61,261250
20240831,132-50040,255683.5,217708.33
20240831,132-50050,203098.35,174166.67
20240831,132-50060,147043.7,130625
20240831,132-50070,182312.89,156750
20240831,132-50080,120647.05,104500
20240831,132-60010,-78342.47,-66000
20240831,132-60020,-50094.53,-49500
20240831,132-60030,-36673.57,-33000
20240831,132-60040,-24946.1,-24750
20240831,132-60050,-19650.72,-20625
20240831,132-70010,-17748.07,-17416.67
20240831,132-70020,-14378.14,-13062.5
20240831,132-70030,-16042.36,-15675
20240831,132-70040,-20284.4,-19158.33
20240831,132-70050,-27050.66,-26125
20240831,132-70060,-46179.73,-43541.67
20240831,132-70070,-7751.12,-6966.67
20240831,132-70080,-10595.13,-10450
20240831,132-70090,-8975,-7837.5
20240831,132-70100,-7434.44,-6531.25
20240831,132-80010,-14239.9,-13750
20240831,132-80020,-19923.83,-18333.33
20240831,132-80030,-9240.38,-9166.67
20240831,132-80040,6250.61,6875
20240831,132-80050,4438.13,4583.33
20240831,132-90010,-32530.91,-36666.67
20240831,132-90020,-9708.33,-9166.67
20240831,132-90030,-4519.85,-4583.33
20240831,133-50010,389923.57,435416.67
20240831,133-50020,420821.95,348333.33
20240831,133-50030,305610.79,261250
20240831,133-50040,228726.02,217708.33
20240831,133-50050,169921.75,174166.67
20240831,133-50060,172858.73,130625
20240831,133-50070,145332.09,156750
20240831,133-50080,125004.6,104500
20240831,133-60010,-83751.09,-66000
20240831,133-60020,-52122.01,-49500
20240831,133-60030,-41061.6,-33000
20240831,133-60040,-24599.04,-24750
20240831,133-60050,-20918.72,-20625
20240831,133-70010,-18357.51,-17416.67
20240831,133-70020,-13572.36,-13062.5
20240831,133-70030,-14689.71,-15675
20240831,133-70040,-21503.57,-19158.33
20240831,133-70050,-29025.83,-26125
20240831,133-70060,-48541.55,-43541.67
20240831,133-70070,-7515.72,-6966.67
20240831,133-70080,-10953.75,-10450
20240831,133-70090,-7992.87,-7837.5
20240831,133-70100,-7374.2,-6531.25
20240831,133-80010,-13721.34,-13750
20240831,133-80020,-18087.95,-18333.33
20240831,133-80030,-10305.92,-9166.67
20240831,133-80040,6393.27,6875
20240831,133-80050,4992.16,4583.33
20240831,133-90010,-35642.97,-36666.67
20240831,133-90020,-9322.56,-9166.67
20240831,133-90030,-4838.62,-4583.33
20240831,134-50010,394015.63,435416.67
20240831,134-50020,330553.09,348333.33
20240831,134-50030,295715.84,261250
20240831,134-50040,262719.92,217708.33
20240831,134-50050,176798.51,174166.67
20240831,134-50060,134549.94,130625
20240831,134-50070,154681.6,156750
20240831,134-50080,109725,104500
20240831,134-60010,-87149.81,-66000
20240831,134-60020,-56638.82,-49500
20240831,134-60030,-42986.11,-33000
20240831,134-60040,-29557.87,-24750
20240831,134-60050,-20384.72,-20625
20240831,134-70010,-18024.55,-17416.67
20240831,134-70020,-13858.44,-13062.5
20240831,134-70030,-15352.85,-15675
20240831,134-70040,-19676.01,-19158.33
20240831,134-70050,-27800.4,-26125
20240831,134-70060,-47534.94,-43541.67
20240831,134-70070,-7087.84,-6966.67
20240831,134-70080,-11555.21,-10450
20240831,134-70090,-8213.88,-7837.5
20240831,134-70100,-6798.57,-6531.25
20240831,134-80010,-14297.7,-13750
20240831,134-80020,-21139.99,-18333.33
20240831,134-80030,-8998.1,-9166.67
20240831,134-80040,7599.94,6875
20240831,134-80050,4536.88,4583.33
20240831,134-90010,-34024.82,-36666.67
20240831,134-90020,-8237.03,-9166.67
20240831,134-90030,-4153.56,-4583.33
20240831,135-50010,432168.54,435416.67
20240831,135-50020,410899.92,348333.33
20240831,135-50030,291124.63,261250
20240831,135-50040,214954.7,217708.33
20240831,135-50050,211958.44,174166.67
20240831,135-50060,134258.12,130625
20240831,135-50070,150450.61,156750
20240831,135-50080,123301.68,104500
20240831,135-60010,-71708.76,-66000
20240831,135-60020,-54894.24,-49500
